,Plant Name,Other Names,Plant Type,Plant Size,Growing Zones,Rainfall,Summer Rainfall,Sun,Moisture,Soil,Coldest Month,Hottest Month,Cold Tolerance,Humidity,Elevation,Uses,Flower Color,Ease of Care,Sightings,Image,Calscape url
32,Solidago velutina ssp. californica,Botanical Names: Solidago californicaCommon Names: Oreja De Liebre,Perennial herb,1.5 - 5 ft tall,,"4.8"" - 93.7""","0.13"" - 3.85""","Full Sun,  Part Shade,  Full Shade","Very Low, Low",Tolerates a variety of soils. Soil PH: 5.5 - 7.0," 10.8"" - 59.2"""," 34.1"" - 87.5""",,"0.09"" - 38.31""","-20"" - 14090""","Groundcovers, Butterfly Gardens, Bee Gardens",Yellow,Very Easy,2715,https://static.inaturalist.org/photos/484723/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Solidago-velutina-ssp.-californica-(California-Goldenrod)?srchcr=sc61b191e9dcb54"
33,Ribes speciosum,Common Names: Fuchsia-flowered Gooseberry,Shrub,6 - 10 ft tall3 - 8 ft wide,,"10.7"" - 40.4""","0.14"" - 0.79""","Full Shade, Part Shade","Very Low, Low",All different kinds. Avoid summer water in clay soils.. Tolerates Serpentine Soil. Soil PH: 4 - 8," 41.1"" - 56.3"""," 58.6"" - 79.6""",Tolerates cold to 20° F,"0.78"" - 25.94""","-247"" - 4668""","Deer Resistant, Bird Gardens, Hummingbird Gardens, Butterfly Gardens, Bee Gardens","Red,  Pink",Moderately Easy,3460,https://inaturalist-open-data.s3.amazonaws.com/photos/280684/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Ribes-speciosum-(Fuchsiaflower-Gooseberry)?srchcr=sc61b191e9dcb54"
34,Keckiella cordifolia,"Common Names: Heart-leaved Keckiella, Heartleaf Keckiella",Shrub,3 - 6.6 ft tall3 - 6 ft wide,,"3.5"" - 38.8""","0.13"" - 2.45""","Part Shade, Full Sun","Very Low, Low",Adaptable. Soil PH: 6 - 8," 33.5"" - 58.8"""," 59.8"" - 87.5""",Tolerates cold to 0 - -5° F,"0.47"" - 38.32""","-191"" - 7419""","Deer Resistant, Hummingbird Gardens, Bird Gardens, Butterfly Gardens, Bee Gardens",Red,Moderately Easy,2654,https://static.inaturalist.org/photos/181487/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Keckiella-cordifolia-(Climbing-Penstemon)?srchcr=sc61b191e9dcb54"
35,Sidalcea malviflora,"Common Names: California Checkerbloom, Checker Mallow, Dwarf Checkerbloom, Wild Hollyhock",Perennial herb,0.3 - 1.5 ft tall3 - 6 in wide,,"6.7"" - 158.0""","0.14"" - 5.80""","Part Shade, Full Sun",Low,Tolerates wide variety of soils. Tolerates Serpentine Soil. Soil PH: 6 - 7," 26.4"" - 55.6"""," 51.5"" - 80.9""",Tolerates cold to 0 - 10° F,"0.01"" - 29.75""","-253"" - 9013""","Groundcovers, Deer Resistant, Bird Gardens, Butterfly Gardens","Pink,  Green",,4643,https://inaturalist-open-data.s3.amazonaws.com/photos/962/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Sidalcea-malviflora-(Checker-Bloom)?srchcr=sc61b191e9dcb54"
36,Epipactis gigantea,"Common Names: Giant Hellebore, Giant Helleborine, Heleborina Gigante",Perennial herb,1 - 2.3 ft tall6 in wide,,"4.0"" - 97.8""","0.15"" - 4.04""","Part Shade, Full Sun",Moderate - High,Tolerant of sand and clay. Soil PH: 5.0 - 8.0," 28.3"" - 58.8"""," 52.4"" - 87.5""",Tolerates cold to -10° F,"0.09"" - 40.41""","-293"" - 8682""","Bogs and Ponds, Deer Resistant","Orange,  Red,  Yellow,  Green,  Purple,  Brown",,1575,https://inaturalist-open-data.s3.amazonaws.com/photos/3344/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Epipactis-gigantea-(Stream-Orchid)?srchcr=sc61b191e9dcb54"
37,Diplacus aurantiacus,"Botanical Names: Mimulus bifidus,Diplacus bifidus,Mimulus aurantiacusCommon Names: Island Monkeyflower, Sticky Monkeyflower",Shrub,3.9 - 5 ft tall5 ft wide,,"3.6"" - 117.2""","0.14"" - 2.71""","Part Shade, Full Sun",Very Low,Tolerant of difficult soils if adequate drainage is provided. Tolerates Serpentine Soil. Soil PH: 5.0 - 8.0," 27.8"" - 57.4"""," 52.8"" - 82.0""",Tolerates cold to 15° F,"0.01"" - 34.52""","-133"" - 8815""","Deer Resistant, Hummingbird Gardens, Bird Gardens, Butterfly Gardens, Bee Gardens","Orange,  Yellow",,11845,https://inaturalist-open-data.s3.amazonaws.com/photos/3808493/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Diplacus-aurantiacus-(Bush-Monkey-Flower)?srchcr=sc61b191e9dcb54"
38,Hesperoyucca whipplei,"Botanical Names: Yucca whipplei;Yucca whipplei ssp. cespitosa;Yucca whipplei,Yucca whipplei,Yucca whipplei ssp. cespitosaCommon Names: Our Lord's Candle",Succulent,2 - 12 ft tall2 - 3 ft wide,,"5.4"" - 50.2""","0.14"" - 2.76""",Full Sun,"Extremely Low, Very Low",Prefers rocky soils. Soil PH: 6 - 8," 33.5"" - 55.6"""," 53.9"" - 83.9""",Tolerates cold to 25° F,"0.98"" - 34.55""","26"" - 8290""","Groundcovers, Deer Resistant, Bird Gardens","Cream,  Pink,  Purple,  White",Very Easy,11521,https://inaturalist-open-data.s3.amazonaws.com/photos/12869/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Hesperoyucca-whipplei-(Chaparral-Yucca)?srchcr=sc61b191e9dcb54"
39,Cornus sericea,"Botanical Names: Cornus sericea ssp. sericea,Cornus stoloniferaCommon Names: Redosier Dogwood","Shrub, Tree",4 - 13.1 ft tall9 - 15 ft wide,"['USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)']","7.3"" - 155.6""","0.16"" - 5.84""","Full Shade,  Part Shade,  Full Sun",Moderate - High,"Tolerates a variety of soils but does best in moist, rich loamy soil. Soil PH: 5 - 7"," 23.3"" - 56.5"""," 46.5"" - 79.3""",Tolerates cold to 0 - 10° F,"0.01"" - 28.16""","-12"" - 10807""","Bogs and Ponds, Hedges, Bird Gardens, Butterfly Gardens","White,  Purple,  Red",Very Easy,26483,https://static.inaturalist.org/photos/16633753/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Cornus-sericea-(Creek-Dogwood)?srchcr=sc61b191e9dcb54"
40,Quercus dumosa,"Common Names: California Scrub Oak, Coastal Sage Scrub Oak","Tree, Shrub",3.3 - 10 ft tall8 - 10 ft wide,,"5.4"" - 71.8""","0.13"" - 2.83""",Full Sun,Low,Often but not always found on eroded gabbro or sandstone soils. Soil PH: 6.0 - 8.0," 24.6"" - 57.2"""," 45.5"" - 83.4""",Tolerates cold to -5° F,"0.59"" - 34.55""","-237"" - 11310""","Bank Stabilization, Hedges, Bird Gardens, Butterfly Gardens","Yellow,  Cream,  Green",Moderately Easy,765,https://inaturalist-open-data.s3.amazonaws.com/photos/6721078/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Quercus-dumosa-(Nuttall\'s-Scrub-Oak)?srchcr=sc61b191e9dcb54"
41,Baccharis salicifolia,"Botanical Names: Baccharis vimineaCommon Names: Mule Fat, Mule's Fat, Mule-fat, Seep Willow, Seepwillow Baccharis, Water-wally",Shrub,6 - 12 ft tall3 - 9 ft wide,,"2.5"" - 56.9""","0.14"" - 2.39""",Full Sun,Low,"Heavier riparian soils, sandy washes. Soil PH: 6 - 9"," 39.2"" - 61.4"""," 59.8"" - 89.6""",Tolerates cold to -10 - 0° F,"0.09"" - 47.01""","-227"" - 6779""","Hedges, Butterfly Gardens, Bird Gardens, Bee Gardens","Pink,  White,  Yellow",Very Easy,10321,https://static.inaturalist.org/photos/62345687/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Baccharis-salicifolia-(Mulefat)?srchcr=sc61b191e9dcb54"
42,Carex spissa,Common Names: Bailey Sedge,Grasses,2 - 4 ft tall2 - 4 ft wide,,"10.9"" - 35.5""","0.24"" - 1.47""",Full Sun,"Low, Moderate - High",It is said to have a strong affinity to serpentine soils but is also found in other soil types. Tolerates Serpentine Soil. Soil PH: 5.0 - 7.5," 43.8"" - 56.0"""," 62.6"" - 78.4""",Tolerates cold to -10 - 0° F,"0.95"" - 24.70""","10"" - 5665""",Deer Resistant,"Brown,  Green,  Yellow",Very Easy,130,https://static.inaturalist.org/photos/263344/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Carex-spissa-(San-Diego-Sedge)?srchcr=sc61b191e9dcb54"
43,Salix laevigata,Common Names: Polished Willow,Tree,30 - 50 ft tall30 - 50 ft wide,,"3.2"" - 70.1""","0.14"" - 3.61""","Full Sun, Part Shade",Moderate - High,Heavy moist soils. Soil PH: 6 - 8," 29.2"" - 59.1"""," 53.6"" - 87.7""",Tolerates cold to -20 - 10° F,"0.18"" - 41.19""","-11"" - 8418""","Bogs and Ponds, Bird Gardens, Butterfly Gardens, Bee Gardens","Cream,  Yellow,  Red",Very Easy,2001,https://inaturalist-open-data.s3.amazonaws.com/photos/190991/small.JPG,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Salix-laevigata-(Red-Willow)?srchcr=sc61b191e9dcb54"
44,Encelia californica,"Common Names: California Brittlebush, California Encelia",Shrub,1.6 - 5 ft tall3 - 7 ft wide,,"4.4"" - 35.5""","0.15"" - 2.65""","Part Shade, Full Sun",Very Low,Tolerates a wide variety of soils. Tolerates Sodic Soil. Soil PH: 6 - 8," 39.9"" - 61.4"""," 62.5"" - 88.8""",Tolerates cold to 30° F,"0.82"" - 42.79""","-1648"" - 5439""","Groundcovers, Bank Stabilization, Bird Gardens, Butterfly Gardens, Bee Gardens","Brown,  Purple,  Yellow",Very Easy,9949,https://inaturalist-open-data.s3.amazonaws.com/photos/6773467/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Encelia-californica-(Bush-Sunflower)?srchcr=sc61b191e9dcb54"
45,Salvia leucophylla,Common Names: San Luis Purple Sage,Shrub,2 - 5 ft tall3 - 10 ft wide,,"7.4"" - 37.3""","0.14"" - 1.43""",Full Sun,"Extremely Low, Very Low",Variable. Soil PH: 5 - 8," 40.5"" - 56.1"""," 62.3"" - 80.3""",Tolerates cold to 0 - 10° F,"0.72"" - 27.58""","11"" - 5843""","Bank Stabilization, Groundcovers, Hedges, Deer Resistant, Bird Gardens, Butterfly Gardens, Bee Gardens","Purple,  Lavender,  Pink",Very Easy,3676,https://inaturalist-open-data.s3.amazonaws.com/photos/31346/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Salvia-leucophylla-(Purple-Sage)?srchcr=sc61b191e9dcb54"
46,Eschscholzia californica,Common Names: California Goldenpoppy,"Annual herb, Perennial herb",0.16 - 2 ft tall1 - 2 ft wide,"['USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","3.3"" - 108.1""","0.13"" - 3.08""",Full Sun,"Very Low, Low","Prefers sandy, infertile, well-drained soils.. Soil PH: 5 - 8"," 24.6"" - 61.4"""," 45.5"" - 88.4""",Tolerates cold to 10 - 20° F,"0.01"" - 42.13""","-10"" - 11310""","Deer Resistant, Bird Gardens, Butterfly Gardens, Bee Gardens","Orange,  Yellow",Very Easy,35359,https://static.inaturalist.org/photos/1184021/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Eschscholzia-californica-(California-Poppy)?srchcr=sc61b191e9dcb54"
47,Malacothamnus fasciculatus,"Botanical Names: Malacothamnus arcuatus,Malacothamnus mendocinensis,Malacothamnus parishiiCommon Names: Mendocino Bushmallow",Shrub,3.3 - 16.4 ft tall10 ft wide,,"4.5"" - 52.0""","0.14"" - 2.83""",Full Sun,Very Low,Tolerant of a variety of soils as long as drainage is good. Soil PH: 6.0 - 7.0," 30.5"" - 57.7"""," 59.5"" - 86.7""",Tolerates cold to 15° F,"0.82"" - 37.63""","-3814"" - 8715""","Bank Stabilization, Deer Resistant, Hummingbird Gardens, Bird Gardens, Butterfly Gardens",Pink,Moderately Easy,4449,https://static.inaturalist.org/photos/19155029/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Malacothamnus-fasciculatus-(Chaparral-Mallow)?srchcr=sc61b191e9dcb54"
48,Artemisia californica,"Common Names: Coast Sagebrush, Coastal Sage Brush, Coastal Sagebrush",Shrub,1 - 8 ft tall4 ft wide,,"3.4"" - 63.5""","0.14"" - 1.67""",Full Sun,"Extremely Low, Very Low","Usually found on very dry slopes or sandy soil with low nutrient content, although it is also said to tolerate clay. Soil PH: 5.0 - 8.0"," 39.8"" - 59.4"""," 57.7"" - 87.8""",Tolerates cold to 20° F,"0.29"" - 38.63""","-22"" - 4748""","Bank Stabilization, Groundcovers, Butterfly Gardens, Deer Resistant, Bird Gardens","Cream,  White,  Yellow",Very Easy,15109,https://static.inaturalist.org/photos/121001827/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Artemisia-californica-(California-Sagebrush)?srchcr=sc61b191e9dcb54"
49,Silene laciniata ssp. laciniata,"Botanical Names: Silene laciniata ssp. major;Silene laciniata ssp. majorCommon Names: In Fact They Are Typically A Deep Crimson, Southern Indian Pink, Suggests They Are Pink","Annual herb, Perennial herb",1.6 - 3.2 ft tall1.5 ft wide,"['USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)']","9.8"" - 46.1""","0.14"" - 2.99""",Full Sun,Very Low,Likes sandy soil but is adaptable. Soil PH: 6.0 - 7.0," 24.6"" - 56.4"""," 45.5"" - 80.7""",Tolerates cold to 30° F,"0.47"" - 29.25""","-58"" - 11310""",,"Red,  Pink",Moderately Easy,5384,https://inaturalist-open-data.s3.amazonaws.com/photos/16968/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Silene-laciniata-ssp.-laciniata-(Cardinal-Catchfly)?srchcr=sc61b191e9dcb54"
50,Adiantum capillus-veneris,"Common Names: Common Maidenhair Fern, Southern Maiden-hair, Venus Hair, Venus-hair Fern",Fern,0.23 - 1.7 ft tall2 ft wide,"['USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","3.7"" - 92.4""","0.14"" - 3.12""","Full Shade, Part Shade",Moderate - High,Tolerates clay but does best in moist loamy soil. Soil PH: 4.0 - 8.0," 32.3"" - 60.7"""," 57.5"" - 87.8""",Tolerates cold to 25° F,"0.78"" - 40.33""","3"" - 7419""","Groundcovers, Deer Resistant",,Moderately Easy,6207,https://static.inaturalist.org/photos/117412733/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Adiantum-capillus-veneris-(Southern-Maiden-Hair)?srchcr=sc61b191e9dcb54"
51,Lupinus succulentus,"Common Names: Arroyo Lupine, Hollowleaf Annual Lupine",Annual Herb,2 - 4 ft tall3 ft wide,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)', 'USDA Zone 11: above 4.5 °C (40 °F)']","6.6"" - 56.2""","0.14"" - 1.98""","Full Sun, Part Shade",Low,"Tolerates a variety of soils but performs best in heavy, moist soil. Soil PH: 6.0 - 8.0"," 39.8"" - 57.4"""," 60.4"" - 80.8""",Tolerates cold to 25° F,"0.59"" - 29.70""","-35"" - 4373""","Bird Gardens, Butterfly Gardens, Bee Gardens","Blue,  Lavender,  White",Moderately Easy,4011,https://static.inaturalist.org/photos/1573021/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Lupinus-succulentus-(Succulent-Lupine)?srchcr=sc61b191e9dcb54"
52,Rosa californica,Common Names: California Wild Rose,Shrub,8 - 10 ft tall10 ft wide,,"5.8"" - 112.6""","0.14"" - 3.31""","Full Sun,  Part Shade,  Full Shade","Low, Moderate - High",Tolerates clay but does best in moist loamy soil. Soil PH: 5.0 - 8.0," 28.4"" - 57.0"""," 53.2"" - 80.9""",Tolerates cold to -10° F,"0.04"" - 29.77""","-6"" - 8144""","Hedges, Deer Resistant, Bird Gardens, Butterfly Gardens, Bee Gardens","Red,  Pink,  White",Very Easy,6339,https://inaturalist-open-data.s3.amazonaws.com/photos/26169244/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Rosa-californica-(California-Wildrose)?srchcr=sc61b191e9dcb54"
53,Eriophyllum confertiflorum,"Common Names: Golden-yarrow, Yellow Yarrow","Annual herb, Perennial herb, Shrub",1.6 - 2.3 ft tall1.5 ft wide,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)', 'USDA Zone 11: above 4.5 °C (40 °F)']","3.8"" - 119.3""","0.14"" - 4.07""",Full Sun,Very Low,Tolerates clay soil. Tolerates Sodic Soil. Soil PH: 5.0 - 8.0," 19.6"" - 58.2"""," 41.1"" - 86.9""",Tolerates cold to 5° F,"0.42"" - 37.96""","0"" - 11399""","Deer Resistant, Butterfly Gardens, Bee Gardens",Yellow,Moderately Easy,8686,https://inaturalist-open-data.s3.amazonaws.com/photos/3067259/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Eriophyllum-confertiflorum-(Golden-Yarrow)?srchcr=sc61b191e9dcb54"
54,Adenostoma fasciculatum,"Common Names: Common Chamise, Greasewood",Shrub,3 - 13.1 ft tall1 - 8 ft wide,,"7.7"" - 89.1""","0.14"" - 2.99""",Full Sun,"Extremely Low, Very Low",Tolerant of sand and clay. Soil PH: 5.0 - 8.0," 25.1"" - 57.2"""," 48.3"" - 83.7""",Tolerates cold to 15° F,"0.09"" - 34.59""","-261"" - 10807""","Hedges, Bank Stabilization, Groundcovers, Bird Gardens, Deer Resistant, Bee Gardens, Butterfly Gardens",White,,9871,https://inaturalist-open-data.s3.amazonaws.com/photos/9476/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Adenostoma-fasciculatum-(Chamise)?srchcr=sc61b191e9dcb54"
55,Rhamnus crocea,Common Names: Redberry Buckthorn,Shrub,3.3 - 7 ft tall7 ft wide,,"6.2"" - 64.7""","0.14"" - 3.07""","Full Sun, Part Shade","Extremely Low, Very Low",Tolerates clay but prefers well drained soil. Soil PH: 5.0 - 7.0," 28.9"" - 57.1"""," 49.9"" - 80.8""",Tolerates cold to 25° F,"0.47"" - 30.21""","6"" - 10045""","Bank Stabilization, Hedges, Deer Resistant, Bird Gardens, Butterfly Gardens, Bee Gardens","White,  Yellow,  Cream",Very Easy,3226,https://static.inaturalist.org/photos/35903/small.JPG,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Rhamnus-crocea-(Spiny-Redberry)?srchcr=sc61b191e9dcb54"
56,Phacelia grandiflora,"Common Names: Giant-flowerd Phacelia, Large-flowered Phacelia, Largeflower Phacelia",Annual herb,1 - 3.3 ft tall,,"4.0"" - 35.3""","0.15"" - 1.59""",Full Sun,Low,Typically sandy and/or rocky," 39.9"" - 56.5"""," 64.5"" - 87.8""",Tolerates cold to 15° F,"1.10"" - 38.88""","1"" - 5871""","Butterfly Gardens, Bee Gardens","Blue,  Lavender,  Purple",Moderately Easy,870,https://inaturalist-open-data.s3.amazonaws.com/photos/11462/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Phacelia-grandiflora-(Large-Flowered-Phacelia)?srchcr=sc61b191e9dcb54"
57,Stipa pulchra,"Botanical Names: Nassella pulchraCommon Names: Purple Stipa, Purple Tussockgrass",Grasses,3.3 ft tall1.5 ft wide,,"6.5"" - 98.2""","0.14"" - 2.52""",Full Sun,"Low, Very Low","Found in virtually every type of soil. Tolerates Serpentine Soil,Tolerates Sodic Soil. Soil PH: 6.0 - 8.0"," 25.7"" - 57.6"""," 48.6"" - 84.4""",Tolerates cold to 5° F,"0.02"" - 36.40""","-151"" - 9884""","Groundcovers, Deer Resistant, Butterfly Gardens","Cream,  Green,  Purple,  Red",Very Easy,1822,https://inaturalist-open-data.s3.amazonaws.com/photos/3610426/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Stipa-pulchra-(Purple-Needlegrass)?srchcr=sc61b191e9dcb54"
58,Dudleya lanceolata,"Common Names: Lanceleaf Dudleya, Southern California Dudleya","Perennial herb, Succulent",4.2 - 8.4 in tall1 ft wide,,"7.3"" - 43.2""","0.14"" - 2.64""",Full Sun,Very Low,Tolerates sand and clay but prefers very rocky substrate. Soil PH: 5.0 - 8.0," 33.5"" - 56.7"""," 60.9"" - 83.2""",Tolerates cold to 12° F,"0.47"" - 34.11""","0"" - 7631""","Bird Gardens, Hummingbird Gardens, Butterfly Gardens","Orange,  Pink,  Red,  Yellow",,3958,https://static.inaturalist.org/photos/63796717/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Dudleya-lanceolata-(Lanceleaf-Liveforever)?srchcr=sc61b191e9dcb54"
59,Asclepias fascicularis,"Common Names: Mexican Whorled Milkweed, Narrow-leaf Milkweed, Narrow-leaved Milkweed, Narrowleaf Milkweed",Perennial herb,1.7 - 3.3 ft tall1 ft wide,,"3.8"" - 117.4""","0.13"" - 3.60""",Full Sun,"Low, Moderate - High","Tolerates a variety of soils including sandy, clay and saline. Tolerates Saline Soil. Soil PH: 6.0 - 8.0"," 23.0"" - 59.2"""," 42.6"" - 87.9""",Tolerates cold to 5° F,"0.47"" - 40.28""","-180"" - 11144""","Butterfly Gardens, Deer Resistant, Bird Gardens","White,  Lavender",Moderately Easy,5831,https://inaturalist-open-data.s3.amazonaws.com/photos/11619/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Asclepias-fascicularis-(Narrow-Leaf-Milkweed)?srchcr=sc61b191e9dcb54"
60,Achillea millefolium,"Botanical Names: Achillea puberula,Achillea borealisCommon Names: Bloodwort, Carpenter's Weed, Devil's Nettle, Gordaldo, Hierba De Las Cortaduras, Milfoil, Nosebleed Plant, Old Man's Pepper, Plumajillo, Sanguinary, Soldier's Woundwort, Thousand-leaf, Thousand-seal",Perennial herb,1 - 3 ft tall.5 - 1.5 ft wide,,"5.9"" - 154.7""","0.14"" - 5.70""","Full Sun,  Part Shade,  Full Shade",Low,Nearly any type except very wet. Because of its deep roots it has been used to control erosion.. Soil PH: 4 - 8," 18.6"" - 57.3"""," 40.5"" - 80.3""",Tolerates cold to -10 - -15° F,"0.02"" - 29.10""","-36"" - 12005""","Groundcovers, Bird Gardens, Deer Resistant, Bee Gardens, Butterfly Gardens","White,  Yellow",Very Easy,107106,https://static.inaturalist.org/photos/19971995/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Achillea-millefolium-(Common-Yarrow)?srchcr=sc61b191e9dcb54"
61,Ribes malvaceum,,Shrub,5 - 8 ft tall5 ft wide,,"8.6"" - 62.4""","0.14"" - 2.66""","Part Shade,  Full Sun",Very Low,"Medium and coarse, dry. Soil PH: 5.8 - 8.2"," 30.5"" - 57.4"""," 50.4"" - 83.3""",Tolerates cold to 34 - 96° F,"0.04"" - 34.12""","-247"" - 10031""","Deer Resistant, Bird Gardens, Hummingbird Gardens, Butterfly Gardens, Bee Gardens","Pink,  Purple",Very Easy,1598,https://static.inaturalist.org/photos/14110702/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Ribes-malvaceum-(Chaparral-Currant)?srchcr=sc61b191e9dcb54"
