,Plant Name,Other Names,Plant Type,Plant Size,Growing Zones,Rainfall,Summer Rainfall,Sun,Moisture,Soil,Coldest Month,Hottest Month,Cold Tolerance,Humidity,Elevation,Uses,Flower Color,Ease of Care,Sightings,Image,Calscape url
33,Eriodictyon crassifolium,Common Names: Thickleaf Yerbasanta,Shrub,3.3 - 10 ft tall3 - 6 ft wide,"['USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","4.0"" - 45.4""","0.14"" - 2.72""",Full Sun,Low,Frequently in eroded sandstone or granitic soils. Soil PH: 6.0 - 8.0," 33.9"" - 62.1"""," 55.2"" - 87.6""",,"0.82"" - 38.48""","-52"" - 8863""","Hedges, Butterfly Gardens, Bee Gardens","Lavender,  Brown",Very Easy,4159,https://static.inaturalist.org/photos/2051298/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Eriodictyon-crassifolium-(Thickleaf-Yerba-Santa)?srchcr=sc61b19638da777"
34,Eriogonum fasciculatum,"Common Names: Eastern Mojave Buckwheat, Flattop Buckwheat, Yellow Buckwheat",Shrub,1 - 6.6 ft tall3 ft wide,,"2.7"" - 50.6""","0.14"" - 3.86""",Full Sun,"Extremely Low, Very Low",Prefers loamy soils. Soil PH: 5.0 - 8.5," 23.5"" - 61.4"""," 43.2"" - 88.8""",Tolerates cold to 15° F,"0.43"" - 42.79""","0"" - 11630""","Bank Stabilization, Bee Gardens, Bird Gardens, Butterfly Gardens, Deer Resistant, Groundcovers","Yellow,  Cream,  Pink,  White",Very Easy,24163,https://inaturalist-open-data.s3.amazonaws.com/photos/3724391/small.JPG,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Eriogonum-fasciculatum-(California-Buckwheat)?srchcr=sc61b19638da777"
35,Rhamnus ilicifolia,Botanical Names: Rhamnus crocea ssp. ilicifoliaCommon Names: Evergreen Buckthorn,Shrub,1 - 9 ft tall3 - 9 ft wide,,"2.7"" - 79.1""","0.14"" - 3.07""","Full Sun, Part Shade","Extremely Low, Very Low",Tolerates a variety of soils but prefers rocky well drained soil. Soil PH: 6.0 - 7.5," 32.9"" - 59.1"""," 55.3"" - 88.3""",Tolerates cold to 0° F,"0.26"" - 39.15""","-180"" - 8003""","Bank Stabilization, Hedges, Deer Resistant, Bird Gardens, Butterfly Gardens, Bee Gardens","Yellow,  Cream",Very Easy,3676,https://inaturalist-open-data.s3.amazonaws.com/photos/2287066/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Rhamnus-ilicifolia-(Hollyleaf-Redberry)?srchcr=sc61b19638da777"
36,Peritoma arborea,"Botanical Names: Isomeris arborea,Cleome arborea,Cleome isomerisCommon Names: Bladder Pod, Burrofat, California Cleome, Coastal Bladderpod",Shrub,1.6 - 6.6 ft tall6 ft wide,,"3.0"" - 37.4""","0.13"" - 2.67""",Full Sun,"Very Low, Low",Prefers well drained soils such as sand or decomposed granite. Tolerates Saline Soil. Soil PH: 7.0 - 9.0," 34.3"" - 60.8"""," 61.8"" - 89.1""",,"0.88"" - 41.57""","-136"" - 6023""","Bank Stabilization, Deer Resistant, Bird Gardens, Hummingbird Gardens, Butterfly Gardens",Yellow,Very Easy,6299,https://static.inaturalist.org/photos/1547441/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Peritoma-arborea-(Bladderpod)?srchcr=sc61b19638da777"
37,Alnus rhombifolia,,Tree,49.2 - 82 ft tall35 ft wide,"['USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","4.8"" - 153.6""","0.14"" - 5.72""","Full Sun, Part Shade",Moderate - High,Tolerant of sand and clay. Soil PH: 4.0 - 8.0," 23.6"" - 59.1"""," 44.8"" - 87.7""",,"0.02"" - 38.56""","-7"" - 10807""","Bird Gardens, Butterfly Gardens","Green,  Cream",,3505,https://inaturalist-open-data.s3.amazonaws.com/photos/55405328/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Alnus-rhombifolia-(White-Alder)?srchcr=sc61b19638da777"
38,Solidago velutina ssp. californica,Botanical Names: Solidago californicaCommon Names: Oreja De Liebre,Perennial herb,1.5 - 5 ft tall,,"4.8"" - 93.7""","0.13"" - 3.85""","Full Sun,  Part Shade,  Full Shade","Very Low, Low",Tolerates a variety of soils. Soil PH: 5.5 - 7.0," 10.8"" - 59.2"""," 34.1"" - 87.5""",,"0.09"" - 38.31""","-20"" - 14090""","Groundcovers, Butterfly Gardens, Bee Gardens",Yellow,Very Easy,2715,https://static.inaturalist.org/photos/484723/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Solidago-velutina-ssp.-californica-(California-Goldenrod)?srchcr=sc61b19638da777"
39,Ribes speciosum,Common Names: Fuchsia-flowered Gooseberry,Shrub,6 - 10 ft tall3 - 8 ft wide,,"10.7"" - 40.4""","0.14"" - 0.79""","Full Shade, Part Shade","Very Low, Low",All different kinds. Avoid summer water in clay soils.. Tolerates Serpentine Soil. Soil PH: 4 - 8," 41.1"" - 56.3"""," 58.6"" - 79.6""",Tolerates cold to 20° F,"0.78"" - 25.94""","-247"" - 4668""","Deer Resistant, Bird Gardens, Hummingbird Gardens, Butterfly Gardens, Bee Gardens","Red,  Pink",Moderately Easy,3460,https://inaturalist-open-data.s3.amazonaws.com/photos/280684/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Ribes-speciosum-(Fuchsiaflower-Gooseberry)?srchcr=sc61b19638da777"
40,Anemopsis californica,Common Names: Yerba-mansa,Perennial herb,0.33 - 1 ft tall2 ft wide,"['USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)']","1.9"" - 31.7""","0.15"" - 2.95""","Part Shade, Full Sun",Moderate - High,Tolerant of almost any soil as long as it remains constantly moist. Soil PH: 5.0 - 9.0," 31.1"" - 61.0"""," 57.2"" - 90.4""",Tolerates cold to 0 - 5° F,"0.86"" - 48.25""","-271"" - 7444""","Bogs and Ponds, Groundcovers, Deer Resistant","White,  Cream,  Red",Very Easy,3903,https://inaturalist-open-data.s3.amazonaws.com/photos/14904/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Anemopsis-californica-(Yerba-Mansa)?srchcr=sc61b19638da777"
41,Keckiella cordifolia,"Common Names: Heart-leaved Keckiella, Heartleaf Keckiella",Shrub,3 - 6.6 ft tall3 - 6 ft wide,,"3.5"" - 38.8""","0.13"" - 2.45""","Part Shade, Full Sun","Very Low, Low",Adaptable. Soil PH: 6 - 8," 33.5"" - 58.8"""," 59.8"" - 87.5""",Tolerates cold to 0 - -5° F,"0.47"" - 38.32""","-191"" - 7419""","Deer Resistant, Hummingbird Gardens, Bird Gardens, Butterfly Gardens, Bee Gardens",Red,Moderately Easy,2654,https://static.inaturalist.org/photos/181487/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Keckiella-cordifolia-(Climbing-Penstemon)?srchcr=sc61b19638da777"
42,Sidalcea malviflora,"Common Names: California Checkerbloom, Checker Mallow, Dwarf Checkerbloom, Wild Hollyhock",Perennial herb,0.3 - 1.5 ft tall3 - 6 in wide,,"6.7"" - 158.0""","0.14"" - 5.80""","Part Shade, Full Sun",Low,Tolerates wide variety of soils. Tolerates Serpentine Soil. Soil PH: 6 - 7," 26.4"" - 55.6"""," 51.5"" - 80.9""",Tolerates cold to 0 - 10° F,"0.01"" - 29.75""","-253"" - 9013""","Groundcovers, Deer Resistant, Bird Gardens, Butterfly Gardens","Pink,  Green",,4643,https://inaturalist-open-data.s3.amazonaws.com/photos/962/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Sidalcea-malviflora-(Checker-Bloom)?srchcr=sc61b19638da777"
43,Epipactis gigantea,"Common Names: Giant Hellebore, Giant Helleborine, Heleborina Gigante",Perennial herb,1 - 2.3 ft tall6 in wide,,"4.0"" - 97.8""","0.15"" - 4.04""","Part Shade, Full Sun",Moderate - High,Tolerant of sand and clay. Soil PH: 5.0 - 8.0," 28.3"" - 58.8"""," 52.4"" - 87.5""",Tolerates cold to -10° F,"0.09"" - 40.41""","-293"" - 8682""","Bogs and Ponds, Deer Resistant","Orange,  Red,  Yellow,  Green,  Purple,  Brown",,1575,https://inaturalist-open-data.s3.amazonaws.com/photos/3344/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Epipactis-gigantea-(Stream-Orchid)?srchcr=sc61b19638da777"
44,Abutilon palmeri,,Perennial herb,3 - 8 ft tall3 - 5 ft wide,,"4.2"" - 19.4""","0.23"" - 2.02""",Full Sun,"Extremely Low, Very Low","Dry rocky, well draining soil. Soil PH: 6 - 8"," 46.7"" - 55.1"""," 70.6"" - 83.5""",Tolerates cold to 25° F,"1.68"" - 34.62""","38"" - 4336""",Butterfly Gardens,"Orange,  Yellow",Very Easy,740,https://inaturalist-open-data.s3.amazonaws.com/photos/27286328/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Abutilon-palmeri-(Palmer\'s-Indian-Mallow)?srchcr=sc61b19638da777"
45,Ribes aureum var. gracillimum,,Shrub,3 - 6 ft tall3 - 6 ft wide,,"9.9"" - 51.8""","0.18"" - 1.20""","Full Sun, Part Shade","Low, Moderate - High,",Variable. Soil PH: 6 - 8," 31.9"" - 55.6"""," 63.0"" - 81.0""",Tolerates cold to -15 - 0° F,"0.59"" - 28.86""","24"" - 4908""","Groundcovers, Deer Resistant, Hummingbird Gardens, Bird Gardens, Butterfly Gardens, Bee Gardens",Yellow,,6615,https://inaturalist-open-data.s3.amazonaws.com/photos/163767099/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Ribes-aureum-var.-gracillimum-(Golden-Currant)?srchcr=sc61b19638da777"
46,Diplacus aurantiacus,"Botanical Names: Mimulus bifidus,Diplacus bifidus,Mimulus aurantiacusCommon Names: Island Monkeyflower, Sticky Monkeyflower",Shrub,3.9 - 5 ft tall5 ft wide,,"3.6"" - 117.2""","0.14"" - 2.71""","Part Shade, Full Sun",Very Low,Tolerant of difficult soils if adequate drainage is provided. Tolerates Serpentine Soil. Soil PH: 5.0 - 8.0," 27.8"" - 57.4"""," 52.8"" - 82.0""",Tolerates cold to 15° F,"0.01"" - 34.52""","-133"" - 8815""","Deer Resistant, Hummingbird Gardens, Bird Gardens, Butterfly Gardens, Bee Gardens","Orange,  Yellow",,11845,https://inaturalist-open-data.s3.amazonaws.com/photos/3808493/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Diplacus-aurantiacus-(Bush-Monkey-Flower)?srchcr=sc61b19638da777"
47,Quercus berberidifolia,Common Names: Inland Scrub Oak,"Tree, Shrub",15 - 19.7 ft tall15 ft wide,,"9.0"" - 70.0""","0.14"" - 2.95""","Full Sun, Part Shade",Low,Most often found on eroded granite or sandstone soils. Soil PH: 6.0 - 8.0," 29.1"" - 55.7"""," 50.4"" - 80.7""",Tolerates cold to 20° F,"0.58"" - 29.25""","-659"" - 8808""","Bank Stabilization, Hedges, Deer Resistant, Bird Gardens, Butterfly Gardens","Cream,  Green,  Yellow,  Brown",Very Easy,3946,https://static.inaturalist.org/photos/52555852/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Quercus-berberidifolia-(Scrub-Oak)?srchcr=sc61b19638da777"
48,Hesperoyucca whipplei,"Botanical Names: Yucca whipplei;Yucca whipplei ssp. cespitosa;Yucca whipplei,Yucca whipplei,Yucca whipplei ssp. cespitosaCommon Names: Our Lord's Candle",Succulent,2 - 12 ft tall2 - 3 ft wide,,"5.4"" - 50.2""","0.14"" - 2.76""",Full Sun,"Extremely Low, Very Low",Prefers rocky soils. Soil PH: 6 - 8," 33.5"" - 55.6"""," 53.9"" - 83.9""",Tolerates cold to 25° F,"0.98"" - 34.55""","26"" - 8290""","Groundcovers, Deer Resistant, Bird Gardens","Cream,  Pink,  Purple,  White",Very Easy,11521,https://inaturalist-open-data.s3.amazonaws.com/photos/12869/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Hesperoyucca-whipplei-(Chaparral-Yucca)?srchcr=sc61b19638da777"
49,Ribes indecorum,"Common Names: White Chaparral Currant, White-flowered Currant, White-flowering Currant, Whiteflower Currant",Shrub,5 - 10 ft tall1 - 2 ft wide,,"4.5"" - 41.1""","0.14"" - 2.94""","Part Shade, Full Sun","Low, Very Low","Rich, loamy soil. Soil PH: 6 - 8"," 37.0"" - 57.0"""," 59.1"" - 86.7""",Tolerates cold to -15° F,"0.64"" - 37.63""","9"" - 7950""","Deer Resistant, Bird Gardens, Hummingbird Gardens, Butterfly Gardens, Bee Gardens","White,  Pink",Moderately Easy,1060,https://inaturalist-open-data.s3.amazonaws.com/photos/271584/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Ribes-indecorum-(White-Flowering-Currant)?srchcr=sc61b19638da777"
50,Ceanothus cuneatus,"Common Names: Buckbrush, Wedgeleaf Ceanothus",Shrub,5 - 12 ft tall5 - 12 ft wide,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","5.2"" - 151.0""","0.14"" - 5.94""",Full Sun,Very Low,"Variable, but needs fast drainage. Tolerates Serpentine Soil. Soil PH: 6 - 8"," 29.4"" - 55.7"""," 47.2"" - 80.8""",Tolerates cold to -10 - 0° F,"0.09"" - 30.56""","-14"" - 9002""","Bank Stabilization, Hedges, Deer Resistant, Bird Gardens, Butterfly Gardens, Bee Gardens",White,Moderately Easy,4100,https://inaturalist-open-data.s3.amazonaws.com/photos/3033892/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Ceanothus-cuneatus-(Buck-Brush)?srchcr=sc61b19638da777"
51,Carex barbarae,Common Names: Santa Barbara Sedge,Grasses,1.6 - 3.3 ft tall3 ft wide,,"9.7"" - 69.1""","0.16"" - 3.17""",Part Shade,"Low, Moderate - High",Tolerates a variety of soils. Soil PH: 5.5 - 8.0," 21.2"" - 55.7"""," 52.3"" - 80.3""",Tolerates cold to 15° F,"0.01"" - 27.76""","-253"" - 9055""","Bogs and Ponds, Deer Resistant","Cream,  Purple,  Red",,197,https://inaturalist-open-data.s3.amazonaws.com/photos/16259864/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Carex-barbarae-(Valley-Sedge)?srchcr=sc61b19638da777"
52,Cornus sericea,"Botanical Names: Cornus sericea ssp. sericea,Cornus stoloniferaCommon Names: Redosier Dogwood","Shrub, Tree",4 - 13.1 ft tall9 - 15 ft wide,"['USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)']","7.3"" - 155.6""","0.16"" - 5.84""","Full Shade,  Part Shade,  Full Sun",Moderate - High,"Tolerates a variety of soils but does best in moist, rich loamy soil. Soil PH: 5 - 7"," 23.3"" - 56.5"""," 46.5"" - 79.3""",Tolerates cold to 0 - 10° F,"0.01"" - 28.16""","-12"" - 10807""","Bogs and Ponds, Hedges, Bird Gardens, Butterfly Gardens","White,  Purple,  Red",Very Easy,26483,https://static.inaturalist.org/photos/16633753/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cornus-sericea-(Creek-Dogwood)?srchcr=sc61b19638da777"
53,Quercus dumosa,"Common Names: California Scrub Oak, Coastal Sage Scrub Oak","Tree, Shrub",3.3 - 10 ft tall8 - 10 ft wide,,"5.4"" - 71.8""","0.13"" - 2.83""",Full Sun,Low,Often but not always found on eroded gabbro or sandstone soils. Soil PH: 6.0 - 8.0," 24.6"" - 57.2"""," 45.5"" - 83.4""",Tolerates cold to -5° F,"0.59"" - 34.55""","-237"" - 11310""","Bank Stabilization, Hedges, Bird Gardens, Butterfly Gardens","Yellow,  Cream,  Green",Moderately Easy,765,https://inaturalist-open-data.s3.amazonaws.com/photos/6721078/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Quercus-dumosa-(Nuttall\'s-Scrub-Oak)?srchcr=sc61b19638da777"
54,Baccharis salicifolia,"Botanical Names: Baccharis vimineaCommon Names: Mule Fat, Mule's Fat, Mule-fat, Seep Willow, Seepwillow Baccharis, Water-wally",Shrub,6 - 12 ft tall3 - 9 ft wide,,"2.5"" - 56.9""","0.14"" - 2.39""",Full Sun,Low,"Heavier riparian soils, sandy washes. Soil PH: 6 - 9"," 39.2"" - 61.4"""," 59.8"" - 89.6""",Tolerates cold to -10 - 0° F,"0.09"" - 47.01""","-227"" - 6779""","Hedges, Butterfly Gardens, Bird Gardens, Bee Gardens","Pink,  White,  Yellow",Very Easy,10321,https://static.inaturalist.org/photos/62345687/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Baccharis-salicifolia-(Mulefat)?srchcr=sc61b19638da777"
55,Malva assurgentiflora,"Botanical Names: Lavatera Assurgentiflora,Lavatera assurgentiflora ssp. glabra,Lavatera assurgentiflora ssp. assurgentifloraCommon Names: Island Mallow",Shrub,3.3 - 13 ft tall5 - 10 ft wide,,"7.8"" - 31.3""","0.15"" - 0.43""",Full Sun,Very Low,Adaptable. Tolerates Serpentine Soil. Soil PH: 5 - 8," 44.7"" - 57.4"""," 60.1"" - 78.0""",Tolerates cold to 20 - 30° F,"0.88"" - 23.46""","-140"" - 1515""","Hedges, Hummingbird Gardens, Bird Gardens, Butterfly Gardens","Pink,  Purple,  Red",Very Easy,1165,https://inaturalist-open-data.s3.amazonaws.com/photos/265375/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Malva-assurgentiflora-(Malva-Rosa)?srchcr=sc61b19638da777"
56,Dendromecon rigida,Common Names: Tree Poppy,Shrub,3 - 10 ft tall2 - 8 ft wide,"['USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","4.9"" - 74.9""","0.14"" - 2.78""",Full Sun,Very Low,"Well drained soils, typically on a slope. Tolerant of clay only if given no water after established.. Tolerates Serpentine Soil. Soil PH: 6 - 8"," 24.3"" - 57.3"""," 45.6"" - 84.4""",Tolerates cold to 0 - 10° F,"0.47"" - 35.52""","7"" - 9624""",,Yellow,,4810,https://static.inaturalist.org/photos/110212375/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Dendromecon-rigida-(Bush-Poppy)?srchcr=sc61b19638da777"
57,Carex spissa,Common Names: Bailey Sedge,Grasses,2 - 4 ft tall2 - 4 ft wide,,"10.9"" - 35.5""","0.24"" - 1.47""",Full Sun,"Low, Moderate - High",It is said to have a strong affinity to serpentine soils but is also found in other soil types. Tolerates Serpentine Soil. Soil PH: 5.0 - 7.5," 43.8"" - 56.0"""," 62.6"" - 78.4""",Tolerates cold to -10 - 0° F,"0.95"" - 24.70""","10"" - 5665""",Deer Resistant,"Brown,  Green,  Yellow",Very Easy,130,https://static.inaturalist.org/photos/263344/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Carex-spissa-(San-Diego-Sedge)?srchcr=sc61b19638da777"
58,Clematis ligusticifolia,"Botanical Names: Clematis ligusticifolia var. ligusticifolia,Clematis ligusticifolia var. brevifolia,Clematis ligusticifolia var. californicaCommon Names: Creek Clematis, Old-man's Beard, Western Virgin's Bower, Western White Clematis, Yerba De Chiva","Vine, Perennial herb",1 - 30 ft tall2 - 6 in wide,,"4.1"" - 89.4""","0.15"" - 4.07""","Full Shade, Part Shade",Low,Tolerant of sand and clay. Tolerates Serpentine Soil. Soil PH: 5 - 8," 9.1"" - 56.5"""," 32.8"" - 84.1""",Tolerates cold to -20 - -10° F,"0.09"" - 38.61""","-7"" - 14019""",Deer Resistant,"White,  Cream",Very Easy,2566,https://inaturalist-open-data.s3.amazonaws.com/photos/49378720/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Clematis-ligusticifolia-(Virgin\'s-Bower)?srchcr=sc61b19638da777"
59,Salix laevigata,Common Names: Polished Willow,Tree,30 - 50 ft tall30 - 50 ft wide,,"3.2"" - 70.1""","0.14"" - 3.61""","Full Sun, Part Shade",Moderate - High,Heavy moist soils. Soil PH: 6 - 8," 29.2"" - 59.1"""," 53.6"" - 87.7""",Tolerates cold to -20 - 10° F,"0.18"" - 41.19""","-11"" - 8418""","Bogs and Ponds, Bird Gardens, Butterfly Gardens, Bee Gardens","Cream,  Yellow,  Red",Very Easy,2001,https://inaturalist-open-data.s3.amazonaws.com/photos/190991/small.JPG,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Salix-laevigata-(Red-Willow)?srchcr=sc61b19638da777"
60,Encelia californica,"Common Names: California Brittlebush, California Encelia",Shrub,1.6 - 5 ft tall3 - 7 ft wide,,"4.4"" - 35.5""","0.15"" - 2.65""","Part Shade, Full Sun",Very Low,Tolerates a wide variety of soils. Tolerates Sodic Soil. Soil PH: 6 - 8," 39.9"" - 61.4"""," 62.5"" - 88.8""",Tolerates cold to 30° F,"0.82"" - 42.79""","-1648"" - 5439""","Groundcovers, Bank Stabilization, Bird Gardens, Butterfly Gardens, Bee Gardens","Brown,  Purple,  Yellow",Very Easy,9949,https://inaturalist-open-data.s3.amazonaws.com/photos/6773467/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Encelia-californica-(Bush-Sunflower)?srchcr=sc61b19638da777"
61,Mimulus aurantiacus var. puniceus,"Botanical Names: Mimulus puniceus,Diplacus puniceus",Shrub,1 - 2 ft tall2 - 3 ft wide,,"9.5"" - 35.3""","0.19"" - 2.65""","Part Shade, Full Sun",Very Low,"Dry, well draining soil.. Soil PH: 6 - 8"," 36.0"" - 57.3"""," 60.9"" - 80.8""",Tolerates cold to 15° F,"1.37"" - 28.60""","7"" - 7631""","Deer Resistant, Hummingbird Gardens, Bird Gardens, Butterfly Gardens, Bee Gardens","Orange,  Red",Moderately Easy,11845,https://inaturalist-open-data.s3.amazonaws.com/photos/3808493/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Mimulus-aurantiacus-var.-puniceus-(Red-Bush-Monkeyflower)?srchcr=sc61b19638da777"
62,Salvia leucophylla,Common Names: San Luis Purple Sage,Shrub,2 - 5 ft tall3 - 10 ft wide,,"7.4"" - 37.3""","0.14"" - 1.43""",Full Sun,"Extremely Low, Very Low",Variable. Soil PH: 5 - 8," 40.5"" - 56.1"""," 62.3"" - 80.3""",Tolerates cold to 0 - 10° F,"0.72"" - 27.58""","11"" - 5843""","Bank Stabilization, Groundcovers, Hedges, Deer Resistant, Bird Gardens, Butterfly Gardens, Bee Gardens","Purple,  Lavender,  Pink",Very Easy,3676,https://inaturalist-open-data.s3.amazonaws.com/photos/31346/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Salvia-leucophylla-(Purple-Sage)?srchcr=sc61b19638da777"
63,Eschscholzia californica,Common Names: California Goldenpoppy,"Annual herb, Perennial herb",0.16 - 2 ft tall1 - 2 ft wide,"['USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","3.3"" - 108.1""","0.13"" - 3.08""",Full Sun,"Very Low, Low","Prefers sandy, infertile, well-drained soils.. Soil PH: 5 - 8"," 24.6"" - 61.4"""," 45.5"" - 88.4""",Tolerates cold to 10 - 20° F,"0.01"" - 42.13""","-10"" - 11310""","Deer Resistant, Bird Gardens, Butterfly Gardens, Bee Gardens","Orange,  Yellow",Very Easy,35359,https://static.inaturalist.org/photos/1184021/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Eschscholzia-californica-(California-Poppy)?srchcr=sc61b19638da777"
